pl_name,hostname,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_orbeccen,pl_eqt,pl_insol,pl_orbsmax,pl_orbper,st_spectype,st_teff,st_rad,st_mass,discoverymethod,disc_year,disc_facility,sy_dist,pl_type
DMPP-1 d,DMPP-1,2.02,0.18,4.72,0.01485078,0.36,1632.0,,0.04467,3.1417,F8 V,6196.0,1.26,1.21,Radial Velocity,2019.0,La Silla Observatory,62.5388,Super-Earth
DMPP-1 e,DMPP-1,1.86,0.166,4.13,0.01299437,0.07,1314.0,,0.0651,5.516,F8 V,6196.0,1.26,1.21,Radial Velocity,2019.0,La Silla Observatory,62.5388,Super-Earth
DMPP-2 b,DMPP-2,14.2,1.27,171.48,0.53953642,0.06,1000.0,,0.06638,5.203,F5 V,6500.0,1.78,1.41,Radial Velocity,2019.0,Multiple Facilities,137.94,Gas Giant
DMPP-2 c,DMPP-2,8.26,0.737,51.79,0.16294956,0.28,,,0.04789,3.168,F5 V,6500.0,1.78,1.41,Radial Velocity,2026.0,Multiple Observatories,137.94,Gas Giant
DMPP-2 d,DMPP-2,11.6,1.03,91.79,0.28880364,0.1,,,0.1432,16.491,F5 V,6500.0,1.78,1.41,Radial Velocity,2026.0,Multiple Observatories,137.94,Gas Giant
DMPP-3 A b,DMPP-3 A,1.44,0.129,2.67,0.00840076,0.42,854.0,,0.05958,5.59,K0 V,5138.0,0.91,0.9,Radial Velocity,2019.0,La Silla Observatory,46.8917,Terrestrial
DMPP-4 b,DMPP-4,3.53,0.315,12.2,0.03838549,0.063,,,0.04853,3.4982,F5-F8 V,6400.0,1.38,1.25,Radial Velocity,2023.0,Multiple Observatories,25.3284,Neptunian
DMPP-6 b,DMPP-6,2.28,0.203,5.8,0.01824884,0.34,,,0.0779,7.6027,,6182.09,1.27,1.079,Radial Velocity,2026.0,Multiple Observatories,54.6303,Super-Earth
DMPP-6 c,DMPP-6,3.74,0.334,13.47,0.04238136,0.31,,,0.2206,36.441,,6182.09,1.27,1.079,Radial Velocity,2026.0,Multiple Observatories,54.6303,Neptunian
DMPP-7 b,DMPP-7,9.13,0.815,61.39,0.19315454,0.1,,,0.05873,4.984,G1 V,5996.82,1.53949,1.09,Radial Velocity,2026.0,Multiple Observatories,101.386,Gas Giant
DMPP-8 b,DMPP-8,10.8,0.96,81.09,0.25513767,0.275,,,0.3098,62.915,,6009.0,1.24,0.99,Radial Velocity,2026.0,Multiple Observatories,76.1335,Gas Giant
DMPP-9 b,DMPP-9,3.89,0.347,14.43,0.04540186,0.25,,,0.1097,12.733,,6092.0,1.26,1.1,Radial Velocity,2026.0,Multiple Observatories,109.539,Neptunian
DP Leo b,DP Leo,12.7,1.14,1995.88832,6.28,0.39,,,8.19,10220.0,,13500.0,0.0115,0.69,Eclipse Timing Variations,2009.0,Yunnan Astronomical Observatory,305.684,Gas Giant
EPIC 201170410.02,EPIC 201170410,1.047,0.09340708,1.15,0.0036,0.0,,,0.0349,6.7987,,3648.0,0.282,0.287,Transit,2020.0,K2,134.0,Terrestrial
EPIC 201595106 b,EPIC 201595106,1.565,0.13962019,7.67,0.02413252,0.0,2038.0,2852.0,0.0177,0.87724,,5679.0,0.98,0.958,Transit,2021.0,K2,232.1,Super-Earth
EPIC 201757695.02,EPIC 201757695,0.90819,0.08102328,0.688,0.00217,0.0,,,0.0296,2.0478,,4520.0,0.655,0.727,Transit,2020.0,K2,577.6,Terrestrial
EPIC 201841433 b,EPIC 201841433,1.04,0.09278259,1.12,0.00352,,,,0.035,4.1698,,5053.0,0.628461,0.802,Transit,2019.0,K2,436.488,Terrestrial
EPIC 211822797 b,EPIC 211822797,1.92,0.17129122,4.35,0.0137,0.06,431.0,3.5,0.1195,21.1701963,M0,4057.0,0.58,0.62,Transit,2016.0,K2,186.197,Super-Earth
EPIC 211945201 b,EPIC 211945201,5.76,0.51387278,11.0,0.03460987,0.0,817.0,101.0,0.1493,19.49221,G0,6069.0,1.39,1.17,Transit,2018.0,K2,181.69,Neptunian
EPIC 212737443 b,EPIC 212737443,2.586,0.23070747,7.2,0.0227,0.2,536.0,,0.098,13.603,K3,4684.0,0.673,0.69,Transit,2019.0,K2,336.25,Neptunian
EPIC 212737443 c,EPIC 212737443,2.69,0.23998573,7.7,0.0242,0.2,316.0,,0.28,65.55,K3,4684.0,0.673,0.69,Transit,2019.0,K2,336.25,Neptunian
EPIC 220674823 b,EPIC 220674823,1.676,0.14952296,7.8,0.02454154,0.0,2299.0,4656.0,0.01314,0.5713127,G5 V,5578.0,0.99,0.913,Transit,2016.0,K2,244.59,Super-Earth
EPIC 220674823 c,EPIC 220674823,2.84,0.25336827,7.32,0.0230313,0.17,804.0,70.0,0.1073,13.33989,G5 V,5578.0,0.99,0.913,Transit,2016.0,K2,244.59,Neptunian
EPIC 229004835 b,EPIC 229004835,2.332,0.20804746,10.4,0.03272206,0.23,804.0,69.7,0.1237,16.141132,,5868.0,0.999,0.97,Transit,2023.0,K2,121.971,Super-Earth
EPIC 246851721 b,EPIC 246851721,11.780659,1.051,953.49,3.0,,1401.0,642.0,0.07229,6.180235,F5 V,6202.0,1.586,1.317,Transit,2018.0,K2,372.632,Gas Giant
EPIC 248847494 b,EPIC 248847494,12.44199,1.11,4131.79,13.0,0.0,183.0,0.19,4.5,3650.0,,4898.0,2.7,0.9,Transit,2018.0,K2,551.886,Gas Giant
EPIC 249893012 b,EPIC 249893012,1.95,0.17396735,8.75,0.02753044,0.06,1616.0,1037.0,0.047,3.5951,G8 IV/V,5430.0,1.71,1.05,Transit,2020.0,K2,321.296,Super-Earth
EPIC 249893012 c,EPIC 249893012,3.67,0.32741547,14.67,0.04615675,0.07,990.0,160.0,0.13,15.624,G8 IV/V,5430.0,1.71,1.05,Transit,2020.0,K2,321.296,Neptunian
EPIC 249893012 d,EPIC 249893012,3.94,0.35150326,10.18,0.0320297,0.15,752.0,53.0,0.22,35.747,G8 IV/V,5430.0,1.71,1.05,Transit,2020.0,K2,321.296,Neptunian
FU Tau b,FU Tau,12.2,1.09,5085.28,16.0,,2375.0,,800.0,,M7.25,2838.0,,0.05,Imaging,2008.0,Spitzer Space Telescope,133.4950466,Gas Giant
G 192-15 b,G 192-15,1.02,0.0907,1.03,0.00324074,0.0,453.6,7.06,0.01723,2.27476,M5.0 V,2999.0,0.170718,0.132,Radial Velocity,2025.0,Calar Alto Observatory,9.53114,Terrestrial
G 192-15 c,G 192-15,3.87,0.345,14.3,0.04499283,0.676,55.9,0.0016,1.137,1219.0,M5.0 V,2999.0,0.170718,0.132,Radial Velocity,2025.0,Calar Alto Observatory,9.53114,Neptunian
G 196-3 b,G 196-3,12.0,1.07,8263.538582,26.0,,1670.0,,350.0,,,3517.0,0.522432,0.519782,Imaging,2024.0,European Space Agency (ESA) Gaia Satellite,21.7912,Gas Giant
G 261-6 b,G 261-6,1.1,0.0982,1.37,0.0043105,0.0,322.3,1.8,0.02971,5.4536,M5.5 V,2907.0,0.153162,0.118,Radial Velocity,2025.0,Calar Alto Observatory,10.6267,Terrestrial
G 264-012 b,G 264-012,1.39,0.124,2.5,0.00786588,,587.0,20.5,0.02279,2.30538,M4.0 V,3326.0,0.305,0.297,Radial Velocity,2021.0,Calar Alto Observatory,16.009,Terrestrial
G 264-012 c,G 264-012,1.76,0.157,3.75,0.01179882,,387.0,3.87,0.0525,8.0518,M4.0 V,3326.0,0.305,0.297,Radial Velocity,2021.0,Calar Alto Observatory,16.009,Super-Earth
G 268-110 b,G 268-110,1.13,0.101,1.52,0.00478245,0.0,534.0,13.57,0.01283,1.43263,M5.0 V,,0.177,0.137,Radial Velocity,2025.0,Calar Alto Observatory,,Terrestrial
G 9-40 b,G 9-40,1.9,0.16950694,4.0,0.01258541,0.0,440.6,6.27,0.0418,5.7459982,M2.5 V,3395.0,0.3026,0.2952,Transit,2019.0,K2,27.9276,Super-Earth
GJ 1002 b,GJ 1002,1.03,0.0919,1.08,0.00339806,,230.9,0.67,0.0457,10.3465,M5.5 V,3024.0,0.137,0.12,Radial Velocity,2022.0,Multiple Observatories,4.84867,Terrestrial
GJ 1002 c,GJ 1002,1.1,0.098,1.36,0.00427904,,181.7,0.257,0.0738,21.202,M5.5 V,3024.0,0.137,0.12,Radial Velocity,2022.0,Multiple Observatories,4.84867,Terrestrial
GJ 1061 b,GJ 1061,1.04,0.0926,1.11,0.00349245,0.05,,3.8,0.021,3.2073,M5.5 V,2953.0,0.156,0.12,Radial Velocity,2020.0,La Silla Observatory,3.67278,Terrestrial
GJ 1061 c,GJ 1061,1.19,0.106,1.81,0.0056949,0.02,,1.4,0.0342,6.6821,M5.5 V,2953.0,0.156,0.12,Radial Velocity,2020.0,La Silla Observatory,3.67278,Terrestrial
GJ 1061 d,GJ 1061,1.16,0.104,1.67,0.00525441,0.04,,0.6,0.054,13.066,M5.5 V,2953.0,0.156,0.12,Radial Velocity,2020.0,La Silla Observatory,3.67278,Terrestrial
GJ 1132 b,GJ 1132,1.19151465,0.1063,1.83704819,0.00578,0.0118,583.8,19.3,0.0157,1.62892911,M4.5 V,3229.0,0.2211,0.1945,Transit,2015.0,Cerro Tololo Inter-American Observatory,12.613,Terrestrial
GJ 1132 c,GJ 1132,1.43,0.128,2.64,0.00830633,0.27,300.0,,0.0476,8.929,M4.5 V,3270.0,0.2105,0.181,Radial Velocity,2018.0,La Silla Observatory,12.613,Terrestrial
GJ 1148 b,GJ 1148,11.9,1.07,96.7,0.3042507,0.38,,,0.166,41.38,M5,3287.0,0.358519,0.344045,Radial Velocity,2010.0,W. M. Keck Observatory,11.0143,Gas Giant
GJ 1148 c,GJ 1148,9.71,0.866,68.06,0.21413963,0.342,,,0.912,532.58,M5,3287.0,0.358519,0.344045,Radial Velocity,2017.0,Calar Alto Observatory,11.0143,Gas Giant
GJ 1151 c,GJ 1151,3.25,0.29,10.62,0.03341426,,,,0.5714,389.7,M 4.5V,3280.0,0.1781,0.1639,Radial Velocity,2023.0,Multiple Facilities,8.03625,Neptunian
GJ 1214 b,GJ 1214,2.733,0.24382235,8.41,0.02646082,0.0062,567.0,17.2,0.01505,1.580404531,M4 V,3101.0,0.2162,0.182,Transit,2009.0,MEarth Project,14.6427,Neptunian
GJ 1252 b,GJ 1252,1.193,0.10643251,1.32,0.00415318,0.0,1089.0,233.0,0.00915,0.5182331,M3,3458.0,0.391,0.381,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),20.373,Terrestrial
GJ 1265 b,GJ 1265,2.63,0.234,7.4,0.02328289,0.04,,,0.026,3.6511,M4.5 V,3236.0,0.192,0.178,Radial Velocity,2018.0,Calar Alto Observatory,10.2525,Neptunian
GJ 1289 b,GJ 1289,2.38,0.213,6.27,0.01972763,0.0,150.0,,0.27,111.74,M4.5 Ve,3296.0,0.245012,0.21,Radial Velocity,2024.0,Multiple Observatories,8.35147,Super-Earth
GJ 143 b,GJ 143,2.61,0.2328486,22.7,0.07142183,0.188,422.0,10.8612,0.1915,35.61253,K4.5,4640.0,0.695,0.73,Transit,2019.0,Transiting Exoplanet Survey Satellite (TESS),16.32,Neptunian
GJ 15 A b,GJ 15 A,1.55,0.139,3.03,0.0095334,0.094,550.0,,0.072,11.4407,M1,3607.0,0.38,0.38,Radial Velocity,2014.0,W. M. Keck Observatory,3.56228,Super-Earth
GJ 15 A c,GJ 15 A,6.67,0.595,36.0,0.1132681,0.27,,,5.4,7600.0,M1,3607.0,0.38,0.38,Radial Velocity,2018.0,Roque de los Muchachos Observatory,3.56228,Gas Giant
GJ 160.2 b,GJ 160.2,3.17,0.283,10.2,0.03209263,0.06,,,0.053,5.2354,M0 V,4347.0,0.655173,0.69,Radial Velocity,2014.0,Multiple Observatories,25.8557,Neptunian
GJ 163 b,GJ 163,3.25,0.29,10.6,0.03335116,0.073,,,0.0607,8.63182,M,3500.0,0.409738,0.4,Radial Velocity,2013.0,La Silla Observatory,15.1285,Neptunian
GJ 163 c,GJ 163,2.5,0.223,6.8,0.02139509,0.099,,,0.1254,25.63058,M,3500.0,0.409738,0.4,Radial Velocity,2013.0,La Silla Observatory,15.1285,Super-Earth
GJ 163 d,GJ 163,5.92,0.528,29.4,0.09250228,0.373,,,1.0304,603.95116,M,3500.0,0.409738,0.4,Radial Velocity,2013.0,La Silla Observatory,15.1285,Neptunian
GJ 179 b,GJ 179,13.8,1.23,301.93698665,0.95,0.21,,,2.41,2288.0,M3.5 V,3370.0,0.38,0.357,Radial Velocity,2009.0,W. M. Keck Observatory,12.356,Gas Giant
GJ 180 b,GJ 180,2.43,0.217,6.49,0.02041972,0.07,,,0.092,17.133,M3,3371.0,0.413049,0.43,Radial Velocity,2014.0,Multiple Observatories,11.9407,Super-Earth
GJ 180 c,GJ 180,2.41,0.215,6.4,0.02013655,0.09,,,0.129,24.329,M3,3371.0,0.413049,0.43,Radial Velocity,2014.0,Multiple Observatories,11.9407,Super-Earth
GJ 180 d,GJ 180,2.66,0.237,7.56,0.0237863,0.14,,,0.309,106.3,M3,3371.0,0.413049,0.43,Radial Velocity,2020.0,Multiple Facilities,11.9407,Neptunian
GJ 2030 b,GJ 2030,2.03,0.181,4.76742611,0.015,0.239,,,0.034,2.38129,,5485.0,2.24104,0.96,Radial Velocity,2022.0,Multiple Observatories,37.0788,Super-Earth
GJ 2030 c,GJ 2030,12.3,1.1,4069.15709482,12.803,0.041,,,16.761,25533.11353,,5485.0,2.24104,0.96,Radial Velocity,2022.0,Multiple Observatories,37.0788,Gas Giant
GJ 2056 b,GJ 2056,4.17,0.372,16.2,0.05097064,0.72,,,0.283,69.971,M0V:,4069.95,0.709495,0.62,Radial Velocity,2020.0,Multiple Observatories,28.4434,Neptunian
GJ 2126 b,GJ 2126,13.6,1.22,413.1769291,1.3,0.85,,,0.71,272.7,M0 V,4159.0,0.728,0.65,Radial Velocity,2025.0,La Silla Observatory,38.129,Gas Giant
GJ 229 A c,GJ 229,2.87,0.256,8.58136699,0.027,0.366,,,0.384,121.93268,M1.5V,3564.0,0.46,0.509,Radial Velocity,2020.0,Multiple Facilities,5.75624,Neptunian
GJ 229 b,GJ 229,3.97,0.354,14.93793513,0.047,0.404,,,1.086,579.47495,M1.5V,3564.0,0.46,0.509,Radial Velocity,2014.0,Multiple Observatories,5.75624,Neptunian
GJ 238 b,GJ 238,0.566,0.05049522,0.126,0.000398,,758.0,107.262,0.02123,1.7446999,M2.5 V,3485.0,0.4314,0.4193,Transit,2024.0,Transiting Exoplanet Survey Satellite (TESS),15.2142,Terrestrial
GJ 251 b,GJ 251,1.79,0.16,3.85,0.01211345,0.0,336.0,2.37,0.0808,14.237,M3.0 V,3342.0,0.36,0.35,Radial Velocity,2020.0,W. M. Keck Observatory,5.58057,Super-Earth
GJ 251 c,GJ 251,1.8,0.16,3.88,0.01220785,0.0,216.0,0.404,0.196,53.647,M3.0 V,3342.0,0.36,0.35,Radial Velocity,2025.0,Multiple Observatories,5.58057,Super-Earth
GJ 27.1 b,GJ 27.1,3.66,0.327,13.0,0.04090237,0.08,,,0.101,15.819,M0.5 V,3542.0,0.518887,0.53,Radial Velocity,2014.0,Multiple Observatories,23.6062,Neptunian
GJ 273 b,GJ 273,1.51,0.135,2.89,0.00909291,0.1,,1.06,0.091101,18.6498,M3.5,3382.0,0.293,0.29,Radial Velocity,2017.0,La Silla Observatory,5.921535,Super-Earth
GJ 273 c,GJ 273,1.06,0.0942,1.18,0.00371268,0.17,,6.66,0.036467,4.7234,M3.5,3382.0,0.293,0.29,Radial Velocity,2017.0,La Silla Observatory,5.921535,Terrestrial
GJ 3021 b,GJ 3021,13.1,1.17,1071.04,3.37,0.511,350.0,,0.49,133.71,G6 V,5540.0,0.9,0.9,Radial Velocity,2000.0,La Silla Observatory,17.5559,Gas Giant
GJ 3082 b,GJ 3082,2.79,0.249,8.2,0.02579996,0.22,,,0.079,11.949,M4,3910.0,0.465216,0.47,Radial Velocity,2020.0,Multiple Facilities,16.6186,Neptunian
GJ 3090 b,GJ 3090,2.18,0.19448691,4.52,0.01422151,0.25,723.0,45.4,0.0316,2.85310198,M2 V,3707.0,0.516,0.519,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),22.4751,Super-Earth
GJ 3090 c,GJ 3090,3.14,0.28,10.0,0.03146352,0.0,407.2,4.58,0.0997,15.9407,M2 V,3707.0,0.516,0.519,Radial Velocity,2026.0,Multiple Facilities,22.4751,Neptunian
GJ 3138 b,GJ 3138,1.18,0.106,1.78,0.00560048,0.19,,118.1,0.0197,1.22003,M0,3717.0,0.5,0.681,Radial Velocity,2017.0,La Silla Observatory,28.4712,Terrestrial
GJ 3138 c,GJ 3138,1.88,0.167,4.18,0.01315168,0.11,,13.9,0.057,5.974,M0,3717.0,0.5,0.681,Radial Velocity,2017.0,La Silla Observatory,28.4712,Super-Earth
GJ 3138 d,GJ 3138,3.23,0.288,10.5,0.03303653,0.32,,0.1,0.698,257.8,M0,3717.0,0.5,0.681,Radial Velocity,2017.0,La Silla Observatory,28.4712,Neptunian
GJ 317 b,GJ 317,13.3,1.18,794.5,2.5,0.0826,,,1.138,695.69,M3.5 V,3496.0,0.403,0.402,Radial Velocity,2007.0,W. M. Keck Observatory,15.1968,Gas Giant
GJ 317 c,GJ 317,13.6,1.21,454.49462201,1.43,0.217,,,5.04,6500.0,M3.5 V,3496.0,0.403,0.402,Radial Velocity,2018.0,W. M. Keck Observatory,15.1968,Gas Giant
GJ 3222 b,GJ 3222,3.4,0.303,11.44182265,0.036,0.929,,,0.091,10.66669,K0V,5257.46,0.931389,0.89,Radial Velocity,2022.0,Multiple Observatories,18.23817,Neptunian
GJ 328 b,GJ 328,13.3,1.18,797.74930157,2.51,0.227,,,4.11,3771.0,M0.0,3897.0,0.63,0.65,Radial Velocity,2013.0,McDonald Observatory,20.5266,Gas Giant
GJ 328 c,GJ 328,4.91,0.438,21.4,0.06733193,,,,0.657,241.8,M0.0,3897.0,0.63,0.65,Radial Velocity,2023.0,Roque de los Muchachos Observatory,20.5266,Neptunian
GJ 3293 b,GJ 3293,5.19,0.463,23.54,0.07406475,0.06,,1.07,0.14339,30.5987,M2.5,3466.0,0.404,0.42,Radial Velocity,2015.0,La Silla Observatory,20.1903,Neptunian
GJ 3293 c,GJ 3293,4.87,0.434,21.09,0.06635623,0.11,,0.17,0.36175,122.6196,M2.5,3466.0,0.404,0.42,Radial Velocity,2015.0,La Silla Observatory,20.1903,Neptunian
GJ 3293 d,GJ 3293,2.67,0.238,7.6,0.02391215,0.12,,0.59,0.19394,48.1345,M2.5,3466.0,0.404,0.42,Radial Velocity,2017.0,La Silla Observatory,20.1903,Neptunian
GJ 3293 e,GJ 3293,1.63,0.145,3.28,0.01031998,0.21,,3.34,0.08208,13.2543,M2.5,3466.0,0.404,0.42,Radial Velocity,2017.0,La Silla Observatory,20.1903,Super-Earth
GJ 3323 b,GJ 3323,1.23,0.109,2.02,0.0063556,0.23,,2.58,0.03282,5.3636,M4,3159.0,0.119,0.164,Radial Velocity,2017.0,La Silla Observatory,5.37484,Terrestrial
GJ 3323 c,GJ 3323,1.32,0.118,2.31,0.00726804,0.17,,0.17,0.1264,40.54,M4,3159.0,0.119,0.164,Radial Velocity,2017.0,La Silla Observatory,5.37484,Terrestrial
GJ 3341 b,GJ 3341,2.46,0.219,6.6,0.0208,0.31,,,0.089,14.207,M2.5,3526.0,0.439,0.47,Radial Velocity,2015.0,La Silla Observatory,23.619,Super-Earth
GJ 338 B b,GJ 338 B,3.25,0.29,10.6,0.03335133,0.109,391.0,,0.142,24.422,M0 V,4014.0,0.58,0.64,Radial Velocity,2020.0,Calar Alto Observatory,6.33256,Neptunian
GJ 3470 b,GJ 3470,4.57,0.40770809,13.9,0.04373407,0.017,593.5,29.6584,0.0355,3.3366496,M1.5,3600.0,0.547,0.539,Radial Velocity,2012.0,La Silla Observatory,29.4214,Neptunian
GJ 3473 b,GJ 3473,1.264,0.11276653,1.86,0.00585219,0.0,773.0,59.4,0.01589,1.1980035,M4,3347.0,0.364,0.36,Transit,2020.0,Transiting Exoplanet Survey Satellite (TESS),27.3644,Terrestrial
GJ 3473 c,GJ 3473,2.63,0.235,7.41,0.02331435,0.0,329.1,1.95,0.0876,15.509,M4,3347.0,0.364,0.36,Radial Velocity,2020.0,Multiple Observatories,27.3644,Neptunian
GJ 3512 b,GJ 3512,14.3,1.27,146.51889563,0.461,0.4279,,,0.3376,203.109,M5.5 V,3141.0,0.139,0.123,Radial Velocity,2019.0,Calar Alto Observatory,9.48637,Gas Giant
GJ 3512 c,GJ 3512,14.3,1.27,143.97626837,0.453,0.089,,,1.731,2354.0,M5.5 V,3141.0,0.139,0.123,Radial Velocity,2020.0,Multiple Observatories,9.48637,Gas Giant
GJ 357 b,GJ 357,1.2,0.10705701,1.84,0.00578926,,518.0,12.6,0.036,3.9306,M2.5 V,3505.0,0.337,0.342,Transit,2019.0,Transiting Exoplanet Survey Satellite (TESS),9.44181,Terrestrial
GJ 357 c,GJ 357,1.66,0.148,3.4,0.01069754,,401.2,4.45,0.061,9.1247,M2.5 V,3505.0,0.337,0.342,Radial Velocity,2019.0,Multiple Observatories,9.44181,Super-Earth
GJ 357 d,GJ 357,2.34,0.209,6.1,0.01919265,,219.6,0.38,0.204,55.661,M2.5 V,3505.0,0.337,0.342,Radial Velocity,2019.0,Multiple Observatories,9.44181,Super-Earth
GJ 3634 b,GJ 3634,2.83,0.253,8.4,0.026,0.08,,,0.0287,2.64561,M2.5,3517.0,0.43,0.45,Radial Velocity,2010.0,La Silla Observatory,20.3779,Neptunian
GJ 367 b,GJ 367,0.699,0.06236071,0.633,0.00199164,0.06,1365.0,579.0,0.00709,0.3219225,M1.0 V,3522.0,0.458,0.455,Transit,2021.0,Transiting Exoplanet Survey Satellite (TESS),9.41263,Terrestrial
GJ 3779 b,GJ 3779,2.75,0.245,8.0,0.02517069,0.07,,,0.026,3.0232,M4.0 V,3324.0,0.281,0.27,Radial Velocity,2018.0,Calar Alto Observatory,13.743,Neptunian
GJ 3929 b,GJ 3929,1.09,0.09724345,1.75,0.00550612,0.0,568.0,17.3,0.0252,2.616235,M3.5 V,3384.0,0.32,0.313,Transit,2022.0,Transiting Exoplanet Survey Satellite (TESS),15.8095,Terrestrial
GJ 3929 c,GJ 3929,2.26,0.201,5.71,0.01796567,0.0,317.0,1.68,0.081,15.04,M3.5 V,3384.0,0.32,0.313,Radial Velocity,2022.0,Multiple Observatories,15.8095,Super-Earth
GJ 393 b,GJ 393,1.17,0.104,1.71,0.00538026,,485.0,9.21,0.05402,7.02679,M2.0 V,3579.0,0.426,0.426,Radial Velocity,2021.0,Multiple Observatories,7.03149,Terrestrial
GJ 3942 b,GJ 3942,2.57,0.229,7.14,0.02246484,0.121,590.0,,0.0608,6.905,M0,3867.0,0.61,0.63,Radial Velocity,2017.0,Roque de los Muchachos Observatory,16.9287,Neptunian
GJ 3988 b,GJ 3988,1.74,0.156,3.69,0.01161004,0.0,348.0,2.45,0.0405,6.9442,M4.5 V,3273.0,0.19734,0.1842,Radial Velocity,2023.0,Calar Alto Observatory,9.9105,Super-Earth
GJ 3998 b,GJ 3998,1.39,0.124,2.5,0.00786588,0.0,,48.0,0.03,2.65033,M1,3726.0,0.5,0.52,Radial Velocity,2016.0,Roque de los Muchachos Observatory,18.1459,Terrestrial
GJ 3998 c,GJ 3998,2.5,0.223,6.82,0.02145812,0.0,,5.4,0.09,13.727,M1,3726.0,0.5,0.52,Radial Velocity,2016.0,Roque de los Muchachos Observatory,18.1459,Super-Earth
GJ 3998 d,GJ 3998,2.34,0.209,6.07,0.01909836,0.0,,1.2,0.189,41.78,M1,3726.0,0.5,0.52,Radial Velocity,2025.0,Multiple Observatories,18.1459,Super-Earth
GJ 411 b,GJ 411,1.45,0.129,2.69,0.00846369,0.063,349.83,3.13,0.07879,12.9394,M1.5 V,3719.0,0.3685,0.3899,Radial Velocity,2019.0,Haute-Provence Observatory,5.675773,Terrestrial
GJ 414 A b,GJ 414 A,2.63,0.23463288,7.6,0.02391215,0.45,308.6,,0.2324,50.8,K7 V,4120.0,0.68,0.65,Radial Velocity,2021.0,W. M. Keck Observatory,11.8893,Neptunian
GJ 414 A c,GJ 414 A,8.4,0.74939781,53.83,0.16936727,0.105,124.7,,1.4,749.83,K7 V,4120.0,0.68,0.65,Radial Velocity,2021.0,W. M. Keck Observatory,11.8893,Gas Giant
GJ 422 b,GJ 422,3.33,0.297,11.07,0.03482994,0.11,,,0.111,20.129,M3.5 V,3323.0,0.370328,0.35,Radial Velocity,2014.0,Multiple Observatories,12.6631,Neptunian
GJ 4274 b,GJ 4274,1.53,0.137,2.97,0.00934467,,,14.7,0.0153,1.6339,M4.5 V,3228.0,0.19,0.18,Radial Velocity,2026.0,Mauna Kea Observatory,7.23556,Super-Earth
GJ 4274 c,GJ 4274,2.83,0.252,8.39,0.02639789,,,0.1,0.186,69.57,M4.5 V,3228.0,0.19,0.18,Radial Velocity,2026.0,Mauna Kea Observatory,7.23556,Neptunian
GJ 4276 b,GJ 4276,4.22,0.377,16.57,0.05213479,0.37,,,0.082,13.352,M4.0,3387.0,0.407,0.406,Radial Velocity,2019.0,Calar Alto Observatory,21.3362,Neptunian
GJ 433 b,GJ 433,2.33,0.208,6.043,0.01901331,0.04,,,0.062,7.3705,M2V,3461.0,0.5,0.48,Radial Velocity,2011.0,La Silla Observatory,9.06456,Super-Earth
GJ 433 c,GJ 433,6.27,0.56,32.422,0.10201051,0.12,,,4.819,5094.105,M2V,3461.0,0.5,0.48,Radial Velocity,2014.0,Multiple Observatories,9.06456,Gas Giant
GJ 433 d,GJ 433,2.14,0.191,5.223,0.01643331,0.07,,,0.178,36.059,M2V,3461.0,0.5,0.48,Radial Velocity,2020.0,Multiple Facilities,9.06456,Super-Earth
GJ 436 b,GJ 436,4.17,0.372,22.1,0.07,0.13827,686.0,29.4322,0.0291,2.64388312,M2.5 V,3586.11,0.455,0.47,Radial Velocity,2004.0,W. M. Keck Observatory,9.75321,Neptunian
GJ 463 b,GJ 463,13.1,1.17,1080.6165838,3.4,0.146,,,3.53,3459.0,M3.0 V,3563.0,0.483,0.486,Radial Velocity,2022.0,Multiple Observatories,18.3554,Gas Giant
GJ 480 b,GJ 480,2.91,0.26,8.8,0.0276879,0.0,406.0,,0.068,9.5536,M3.5 Ve,3509.0,0.449,0.45,Radial Velocity,2020.0,Multiple Observatories,14.2358,Neptunian
GJ 486 b,GJ 486,1.289,0.11499708,2.77,0.00871539,0.00086,696.3,39.2,0.01714,1.46712127,M3.5 V,3317.0,0.3243,0.312,Radial Velocity,2021.0,Calar Alto Observatory,8.07426,Terrestrial
GJ 504 b,GJ 504,12.10569916,1.08,1271.3,4.0,,510.0,,43.5,,G0 V,6234.0,1.26,1.22,Imaging,2013.0,Subaru Telescope,17.5299,Gas Giant
GJ 514 b,GJ 514,2.13,0.19,5.2,0.01636103,0.45,202.0,0.28,0.422,140.43,M0.5-1.0 V,3728.0,0.5,0.51,Radial Velocity,2022.0,Multiple Observatories,7.61778,Super-Earth
GJ 536 b,GJ 536,2.41,0.215,6.37,0.02004226,0.0,451.0,9.9,0.0668,8.70874,M1 V,3641.0,0.529,0.528,Radial Velocity,2016.0,La Silla Observatory,10.4092,Super-Earth
GJ 536 c,GJ 536,2.3,0.205,5.89,0.01853201,0.0,290.5,1.692,0.1617,32.761,M1 V,3641.0,0.529,0.528,Radial Velocity,2025.0,Multiple Facilities,10.4092,Super-Earth
GJ 581 b,GJ 581,4.79,0.427,20.5,0.06450021,0.0342,,,0.0399,5.3686,M3.0 V,3500.0,0.302,0.295,Radial Velocity,2005.0,La Silla Observatory,6.2981,Neptunian
